pc_time,seq,en,arm,guard,zero,theta,target,err,gx,rate,p,i,d,raw,out,ff,yaw,ls,rs
2026-04-18T23:11:25.851,133,1,0,1,-0.616,-1.613,-0.616,45.173,-137.519,-0.943,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:25.946,133,1,0,1,-0.616,-2.055,-0.616,45.173,-137.519,-1.375,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.039,133,1,0,1,-0.616,-2.205,-0.616,45.173,-137.519,1.297,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.138,133,1,0,1,-0.616,-1.687,-0.616,45.173,-137.519,3.576,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.232,133,1,0,1,-0.616,-1.273,-0.616,45.173,-137.519,1.347,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.420,133,1,0,1,-0.616,-1.561,-0.616,45.173,-137.519,-1.441,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.421,133,1,0,1,-0.616,-1.614,-0.616,45.173,-137.519,1.213,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.605,133,1,0,1,-0.616,-1.578,-0.616,45.173,-137.519,0.389,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.703,133,1,0,1,-0.616,-1.758,-0.616,45.173,-137.519,-0.899,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.794,133,1,0,1,-0.616,-1.954,-0.616,45.173,-137.519,-0.187,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.892,133,1,0,1,-0.616,-1.804,-0.616,45.173,-137.519,1.994,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:26.984,133,1,0,1,-0.616,-1.287,-0.616,45.173,-137.519,2.384,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:27.082,133,1,0,1,-0.616,-1.139,-0.616,45.173,-137.519,0.171,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:27.173,133,1,0,1,-0.616,-1.237,-0.616,45.173,-137.519,0.045,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:27.272,133,1,0,1,-0.616,-1.097,-0.616,45.173,-137.519,1.253,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:27.459,133,1,0,1,-0.616,-1.252,-0.616,45.173,-137.519,-0.97,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:27.460,133,1,0,1,-0.616,-1.892,-0.616,45.173,-137.519,-3.441,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:27.554,133,1,0,1,-0.616,-2.185,-0.616,45.173,-137.519,0.172,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:27.921,133,1,0,1,-0.616,-1.687,-0.616,45.173,-137.519,2.952,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:27.923,133,1,0,1,-0.616,-1.295,-0.616,45.173,-137.519,1.166,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.017,133,1,0,1,-0.616,-1.481,-0.616,45.173,-137.519,-2.094,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.205,133,1,0,1,-0.616,-1.811,-0.616,45.173,-137.519,-1.134,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.207,133,1,0,1,-0.616,-1.797,-0.616,45.173,-137.519,0.708,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.209,133,1,0,1,-0.616,-1.846,-0.616,45.173,-137.519,-0.872,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.395,133,1,0,1,-0.616,-2.054,-0.616,45.173,-137.519,-0.94,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.397,133,1,0,1,-0.616,-1.873,-0.616,45.173,-137.519,1.675,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.568,133,1,0,1,-0.616,-1.593,-0.616,45.173,-137.519,0.737,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.668,133,1,0,1,-0.616,-1.761,-0.616,45.173,-137.519,-1.227,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.757,133,1,0,1,-0.616,-2.0,-0.616,45.173,-137.519,-0.491,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:28.855,133,1,0,1,-0.616,-1.758,-0.616,45.173,-137.519,1.4,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.042,133,1,0,1,-0.616,-1.481,-0.616,45.173,-137.519,0.635,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.140,133,1,0,1,-0.616,-1.353,-0.616,45.173,-137.519,1.04,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.142,133,1,0,1,-0.616,-1.081,-0.616,45.173,-137.519,2.03,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.232,133,1,0,1,-0.616,-0.665,-0.616,45.173,-137.519,1.882,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.412,133,1,0,1,-0.616,-0.688,-0.616,45.173,-137.519,-0.891,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.414,133,1,0,1,-0.616,-0.872,-0.616,45.173,-137.519,-0.743,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.587,133,1,0,1,-0.616,-0.925,-0.616,45.173,-137.519,0.785,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.771,133,1,0,1,-0.616,-0.615,-0.616,45.173,-137.519,2.137,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.773,133,1,0,1,-0.616,-0.77,-0.616,45.173,-137.519,-1.652,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.955,133,1,0,1,-0.616,-1.448,-0.616,45.173,-137.519,-2.483,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:29.957,133,1,0,1,-0.616,-1.388,-0.616,45.173,-137.519,2.312,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.144,133,1,0,1,-0.616,-0.713,-0.616,45.173,-137.519,3.491,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.317,133,1,0,1,-0.616,-0.378,-0.616,45.173,-137.519,0.962,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.319,133,1,0,1,-0.616,-0.367,-0.616,45.173,-137.519,0.602,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.509,133,1,0,1,-0.616,-0.019,-0.616,45.173,-137.519,3.651,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.510,133,1,0,1,-0.616,0.709,-0.616,45.173,-137.519,3.477,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.703,133,1,0,1,-0.616,0.615,-0.616,45.173,-137.519,-2.696,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.705,133,1,0,1,-0.616,-0.333,-0.616,45.173,-137.519,-2.854,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.796,133,1,0,1,-0.616,-0.454,-0.616,45.173,-137.519,1.393,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:30.985,133,1,0,1,-0.616,-0.271,-0.616,45.173,-137.519,0.547,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.079,133,1,0,1,-0.616,-0.407,-0.616,45.173,-137.519,-1.253,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.251,133,1,0,1,-0.616,-0.645,-0.616,45.173,-137.519,-0.116,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.252,133,1,0,1,-0.616,-0.49,-0.616,45.173,-137.519,1.241,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.349,133,1,0,1,-0.616,-0.331,-0.616,45.173,-137.519,0.264,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.525,133,1,0,1,-0.616,-0.524,-0.616,45.173,-137.519,-1.129,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.625,133,1,0,1,-0.616,-0.474,-0.616,45.173,-137.519,1.051,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.627,133,1,0,1,-0.616,-0.035,-0.616,45.173,-137.519,2.361,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.813,133,1,0,1,-0.616,0.16,-0.616,45.173,-137.519,-0.205,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.986,133,1,0,1,-0.616,-0.114,-0.616,45.173,-137.519,-1.724,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:31.988,133,1,0,1,-0.616,-0.27,-0.616,45.173,-137.519,0.506,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.260,133,1,0,1,-0.616,0.054,-0.616,45.173,-137.519,2.1,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.351,133,1,0,1,-0.616,0.435,-0.616,45.173,-137.519,1.147,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.353,133,1,0,1,-0.616,0.29,-0.616,45.173,-137.519,-0.77,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.355,133,1,0,1,-0.616,0.353,-0.616,45.173,-137.519,1.205,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.612,133,1,0,1,-0.616,0.747,-0.616,45.173,-137.519,2.553,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.614,133,1,0,1,-0.616,0.767,-0.616,45.173,-137.519,-0.32,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.976,133,1,0,1,-0.616,0.655,-0.616,45.173,-137.519,0.12,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.978,133,1,0,1,-0.616,0.797,-0.616,45.173,-137.519,1.838,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:32.979,133,1,0,1,-0.616,1.223,-0.616,45.173,-137.519,2.225,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.073,133,1,0,1,-0.616,1.13,-0.616,45.173,-137.519,-1.291,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.075,133,1,0,1,-0.616,0.518,-0.616,45.173,-137.519,-2.242,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.263,133,1,0,1,-0.616,-0.003,-0.616,45.173,-137.519,-2.286,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.434,133,1,0,1,-0.616,-0.659,-0.616,45.173,-137.519,-2.285,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.436,133,1,0,1,-0.616,-1.233,-0.616,45.173,-137.519,-4.36,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.531,133,1,0,1,-0.616,-2.5,-0.616,45.173,-137.519,-8.367,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.706,133,1,0,1,-0.616,-4.534,-0.616,45.173,-137.519,-13.259,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.798,133,1,0,1,-0.616,-6.696,-0.616,45.173,-137.519,-6.833,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.893,133,1,0,1,-0.616,-7.004,-0.616,45.173,-137.519,-3.103,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:33.989,133,1,0,1,-0.616,-6.343,-0.616,45.173,-137.519,0.71,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.081,133,1,0,1,-0.616,-5.012,-0.616,45.173,-137.519,4.236,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.263,133,1,0,1,-0.616,-3.988,-0.616,45.173,-137.519,0.692,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.350,133,1,0,1,-0.616,-3.717,-0.616,45.173,-137.519,-1.004,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.606,133,1,0,1,-0.616,-3.367,-0.616,45.173,-137.519,1.705,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.608,133,1,0,1,-0.616,-2.713,-0.616,45.173,-137.519,2.054,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.706,133,1,0,1,-0.616,-2.824,-0.616,45.173,-137.519,-2.102,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.708,133,1,0,1,-0.616,-3.223,-0.616,45.173,-137.519,-1.149,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.798,133,1,0,1,-0.616,-2.923,-0.616,45.173,-137.519,3.011,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:34.973,133,1,0,1,-0.616,-2.375,-0.616,45.173,-137.519,2.349,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.067,133,1,0,1,-0.616,-2.309,-0.616,45.173,-137.519,-0.338,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.240,133,1,0,1,-0.616,-2.709,-0.616,45.173,-137.519,-1.494,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.242,133,1,0,1,-0.616,-2.77,-0.616,45.173,-137.519,0.95,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.336,133,1,0,1,-0.616,-2.444,-0.616,45.173,-137.519,2.379,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.601,133,1,0,1,-0.616,-2.194,-0.616,45.173,-137.519,0.923,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.696,133,1,0,1,-0.616,-2.189,-0.616,45.173,-137.519,0.661,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.698,133,1,0,1,-0.616,-1.603,-0.616,45.173,-137.519,5.676,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.790,133,1,0,1,-0.616,-0.662,-0.616,45.173,-137.519,4.566,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.885,133,1,0,1,-0.616,-0.289,-0.616,45.173,-137.519,1.327,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:35.887,133,1,0,1,-0.616,-0.663,-0.616,45.173,-137.519,-1.381,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.071,133,1,0,1,-0.616,-0.731,-0.616,45.173,-137.519,1.227,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.171,133,1,0,1,-0.616,-1.017,-0.616,45.173,-137.519,-2.045,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.262,133,1,0,1,-0.616,-1.759,-0.616,45.173,-137.519,-2.995,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.362,133,1,0,1,-0.616,-2.021,-0.616,45.173,-137.519,0.865,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.454,133,1,0,1,-0.616,-1.589,-0.616,45.173,-137.519,2.516,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.633,133,1,0,1,-0.616,-1.469,-0.616,45.173,-137.519,-1.24,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.635,133,1,0,1,-0.616,-2.023,-0.616,45.173,-137.519,-2.814,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.816,133,1,0,1,-0.616,-2.489,-0.616,45.173,-137.519,-1.226,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.914,133,1,0,1,-0.616,-2.166,-0.616,45.173,-137.519,1.774,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:36.916,133,1,0,1,-0.616,-2.001,-0.616,45.173,-137.519,-0.286,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:37.107,133,1,0,1,-0.616,-2.316,-0.616,45.173,-137.519,-2.346,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:37.202,133,1,0,1,-0.616,-2.351,-0.616,45.173,-137.519,1.706,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:37.299,133,1,0,1,-0.616,-1.852,-0.616,45.173,-137.519,1.164,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:37.487,133,1,0,1,-0.616,-1.78,-0.616,45.173,-137.519,-0.266,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:37.579,133,1,0,1,-0.616,-1.876,-0.616,45.173,-137.519,-0.215,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:37.580,133,1,0,1,-0.616,-1.861,-0.616,45.173,-137.519,0.326,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:37.774,133,1,0,1,-0.616,-1.852,-0.616,45.173,-137.519,0.239,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:37.867,133,1,0,1,-0.616,-2.07,-0.616,45.173,-137.519,-1.166,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.137,133,1,0,1,-0.616,-1.926,-0.616,45.173,-137.519,2.709,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.139,133,1,0,1,-0.616,-1.023,-0.616,45.173,-137.519,5.177,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.232,133,1,0,1,-0.616,0.074,-0.616,45.173,-137.519,4.992,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.610,133,1,0,1,-0.616,0.768,-0.616,45.173,-137.519,3.102,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.612,133,1,0,1,-0.616,1.064,-0.616,45.173,-137.519,1.744,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.706,133,1,0,1,-0.616,0.882,-0.616,45.173,-137.519,-0.257,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.709,133,1,0,1,-0.616,0.52,-0.616,45.173,-137.519,0.166,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.710,133,1,0,1,-0.616,0.744,-0.616,45.173,-137.519,3.68,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.711,133,1,0,1,-0.616,0.042,-0.616,45.173,-137.519,-8.189,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.898,133,1,0,1,-0.616,-3.247,-0.616,45.173,-137.519,-20.208,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:38.993,133,1,0,1,-0.616,-8.575,-0.616,45.173,-137.519,-30.275,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.087,133,1,0,1,-0.616,-16.494,-0.616,45.173,-137.519,-29.727,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.172,133,1,0,1,-0.616,-14.414,-0.616,45.173,-137.519,31.716,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.259,133,1,0,1,-0.616,-3.391,-0.616,45.173,-137.519,42.779,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.424,133,1,0,1,-0.616,2.626,-0.616,45.173,-137.519,23.255,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.426,133,1,0,1,-0.616,3.857,-0.616,45.173,-137.519,-5.973,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.615,133,1,0,1,-0.616,1.032,-0.616,45.173,-137.519,-18.568,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.705,133,1,0,1,-0.616,-4.21,-0.616,45.173,-137.519,-19.778,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.801,133,1,0,1,-0.616,-5.252,-0.616,45.173,-137.519,1.794,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.977,133,1,0,1,-0.616,-4.39,-0.616,45.173,-137.519,3.191,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:39.979,133,1,0,1,-0.616,-5.871,-0.616,45.173,-137.519,-13.164,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:40.162,133,1,0,1,-0.616,-8.69,-0.616,45.173,-137.519,-16.274,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:40.164,133,1,0,1,-0.616,-11.826,-0.616,45.173,-137.519,-13.962,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:40.336,133,1,0,1,-0.616,-14.486,-0.616,45.173,-137.519,-17.296,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:40.424,133,1,0,1,-0.616,-14.817,-0.616,45.173,-137.519,-1.075,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:40.592,133,1,0,1,-0.616,-13.079,-0.616,45.173,-137.519,6.248,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:40.594,133,1,0,1,-0.616,-10.26,-0.616,45.173,-137.519,6.477,316.21,0.0,45.172,361,361,0,0,178,178
2026-04-18T23:11:40.779,133,1,0,1,-0.616,-8.726,-0.616,45.173,-137.519,0.909,316.21,0.0,45.172,361,361,0,0,178,178
